=America/Asuncion
8000000000000000 -13840 0 LMT
00000118917aff80 -14400 0 PYT
0000011d13426e00 -10800 1 PYST
0000011fe405cf80 -14400 0 PYT
0000012465cd3e00 -10800 1 PYST
00000127eacf3380 -14400 0 PYT
0000012b703f0600 -10800 1 PYST
0000012f3d5a0380 -14400 0 PYT
00000132c2c9d600 -10800 1 PYST
000001368fe4d380 -14400 0 PYT
0000013a39612a00 -10800 1 PYST
0000013e067c2780 -14400 0 PYT
000001418bebfa00 -10800 1 PYST
000001455906f780 -14400 0 PYT
00000148de76ca00 -10800 1 PYST
0000014cab91c780 -14400 0 PYT
0000015031019a00 -10800 1 PYST
00000153fe1c9780 -14400 0 PYT
00000157838c6a00 -10800 1 PYST
0000015b50a76780 -14400 0 PYT
0000015ed6173a00 -10800 1 PYST
00000162a3323780 -14400 0 PYT
000001664cae8e00 -10800 1 PYST
0000016a19c98b80 -14400 0 PYT
0000016d9f395e00 -10800 1 PYST
000001716c545b80 -14400 0 PYT
00000174f1c42e00 -10800 1 PYST
00000178bedf2b80 -14400 0 PYT
0000017c444efe00 -10800 1 PYST
000001801169fb80 -14400 0 PYT
0000018396d9ce00 -10800 1 PYST
0000018763f4cb80 -14400 0 PYT
0000018ae9649e00 -10800 1 PYST
0000018eda8c1f80 -14400 0 PYT
000001925ffbf200 -10800 1 PYST
000001962d16ef80 -14400 0 PYT
00000199b286c200 -10800 1 PYST
0000019d7fa1bf80 -14400 0 PYT
000001a105119200 -10800 1 PYST
000001a4d22c8f80 -14400 0 PYT
000001a8579c6200 -10800 1 PYST
000001ac24b75f80 -14400 0 PYT
000001afaa273200 -10800 1 PYST
000001b377422f80 -14400 0 PYT
000001b720be8600 -10800 1 PYST
000001baedd98380 -14400 0 PYT
000001be73495600 -10800 1 PYST
000001c240645380 -14400 0 PYT
000001c5c5d42600 -10800 1 PYST
000001c992ef2380 -14400 0 PYT
000001cd185ef600 -10800 1 PYST
000001d0e579f380 -14400 0 PYT
000001d46ae9c600 -10800 1 PYST
000001d83804c380 -14400 0 PYT
000001dbbd749600 -10800 1 PYST
000001df8a8f9380 -14400 0 PYT
000001e3340bea00 -10800 1 PYST
000001e70126e780 -14400 0 PYT
000001ea8696ba00 -10800 1 PYST
000001ee53b1b780 -14400 0 PYT
000001f1d9218a00 -10800 1 PYST
000001f5a63c8780 -14400 0 PYT
000001f92bac5a00 -10800 1 PYST
000001fcf8c75780 -14400 0 PYT
000002007e372a00 -10800 1 PYST
000002044b522780 -14400 0 PYT
00000207f4ce7e00 -10800 1 PYST
0000020bc1e97b80 -14400 0 PYT
0000020f47594e00 -10800 1 PYST
0000021314744b80 -14400 0 PYT
0000021699e41e00 -10800 1 PYST
0000021a66ff1b80 -14400 0 PYT
0000021dec6eee00 -10800 1 PYST
00000221b989eb80 -14400 0 PYT
000002253ef9be00 -10800 1 PYST
000002290c14bb80 -14400 0 PYT
0000022c91848e00 -10800 1 PYST
000002305e9f8b80 -14400 0 PYT
00000234081be200 -10800 1 PYST
00000237d536df80 -14400 0 PYT
0000023b5aa6b200 -10800 1 PYST
0000023f27c1af80 -14400 0 PYT
00000242ad318200 -10800 1 PYST
000002467a4c7f80 -14400 0 PYT
00000249ffbc5200 -10800 1 PYST
0000024dccd74f80 -14400 0 PYT
0000025152472200 -10800 1 PYST
000002551f621f80 -14400 0 PYT
00000258a4d1f200 -10800 1 PYST
0000025c95f97380 -14400 0 PYT
000002601b694600 -10800 1 PYST
00000263e8844380 -14400 0 PYT
000002676df41600 -10800 1 PYST
0000026b3b0f1380 -14400 0 PYT
0000026ec07ee600 -10800 1 PYST
000002728d99e380 -14400 0 PYT
000002761309b600 -10800 1 PYST
00000279e024b380 -14400 0 PYT
0000027d65948600 -10800 1 PYST
0000028132af8380 -14400 0 PYT
00000284dc2bda00 -10800 1 PYST
00000288a946d780 -14400 0 PYT
0000028c2eb6aa00 -10800 1 PYST
0000028ffbd1a780 -14400 0 PYT
0000029381417a00 -10800 1 PYST
000002974e5c7780 -14400 0 PYT
0000029ad3cc4a00 -10800 1 PYST
0000029ea0e74780 -14400 0 PYT
000002a226571a00 -10800 1 PYST
000002a5f3721780 -14400 0 PYT
000002a978e1ea00 -10800 1 PYST
000002ad45fce780 -14400 0 PYT
000002b0ef793e00 -10800 1 PYST
000002b4bc943b80 -14400 0 PYT
000002b842040e00 -10800 1 PYST
000002bc0f1f0b80 -14400 0 PYT
000002bf948ede00 -10800 1 PYST
000002c361a9db80 -14400 0 PYT
000002c6e719ae00 -10800 1 PYST
000002cab434ab80 -14400 0 PYT
000002ce39a47e00 -10800 1 PYST
000002d206bf7b80 -14400 0 PYT
000002d5b03bd200 -10800 1 PYST
000002d97d56cf80 -14400 0 PYT
000002dd02c6a200 -10800 1 PYST
000002e0cfe19f80 -14400 0 PYT
000002e455517200 -10800 1 PYST
000002e8226c6f80 -14400 0 PYT
000002eba7dc4200 -10800 1 PYST
000002ef74f73f80 -14400 0 PYT
000002f2fa671200 -10800 1 PYST
000002f6c7820f80 -14400 0 PYT
000002fa4cf1e200 -10800 1 PYST
000002fe1a0cdf80 -14400 0 PYT
00000301c3893600 -10800 1 PYST
0000030590a43380 -14400 0 PYT
0000030916140600 -10800 1 PYST
0000030ce32f0380 -14400 0 PYT
00000310689ed600 -10800 1 PYST
0000031435b9d380 -14400 0 PYT
00000317bb29a600 -10800 1 PYST
0000031b8844a380 -14400 0 PYT
0000031f0db47600 -10800 1 PYST
00000322dacf7380 -14400 0 PYT
00000326603f4600 -10800 1 PYST
0000032a5166c780 -14400 0 PYT
0000032dd6d69a00 -10800 1 PYST
00000331a3f19780 -14400 0 PYT
0000033529616a00 -10800 1 PYST
00000338f67c6780 -14400 0 PYT
0000033c7bec3a00 -10800 1 PYST
0000034049073780 -14400 0 PYT
00000343ce770a00 -10800 1 PYST
000003479b920780 -14400 0 PYT
0000034b2101da00 -10800 1 PYST
0000034eee1cd780 -14400 0 PYT
0000035297992e00 -10800 1 PYST
0000035664b42b80 -14400 0 PYT
00000359ea23fe00 -10800 1 PYST
0000035db73efb80 -14400 0 PYT
000003613caece00 -10800 1 PYST
0000036509c9cb80 -14400 0 PYT
000003688f399e00 -10800 1 PYST
0000036c5c549b80 -14400 0 PYT
0000036fe1c46e00 -10800 1 PYST
00000373aedf6b80 -14400 0 PYT
00000377344f3e00 -10800 1 PYST
0000037b016a3b80 -14400 0 PYT
0000037eaae69200 -10800 1 PYST
0000038278018f80 -14400 0 PYT
00000385fd716200 -10800 1 PYST
00000389ca8c5f80 -14400 0 PYT
0000038d4ffc3200 -10800 1 PYST
000003911d172f80 -14400 0 PYT
00000394a2870200 -10800 1 PYST
000003986fa1ff80 -14400 0 PYT
0000039bf511d200 -10800 1 PYST
0000039fc22ccf80 -14400 0 PYT
000003a36ba92600 -10800 1 PYST
000003a738c42380 -14400 0 PYT
000003aabe33f600 -10800 1 PYST
000003ae8b4ef380 -14400 0 PYT
000003b210bec600 -10800 1 PYST
000003b5ddd9c380 -14400 0 PYT
000003b963499600 -10800 1 PYST
