=America/Goose_Bay
8000000000000000 -14500 0 LMT
00000098fd30c1e0 -14400 0 AST
0000009c3a878c60 -10800 1 ADT
000000a04fbb91e0 -14400 0 AST
000000a38d125c60 -10800 1 ADT
000000a7a24661e0 -14400 0 AST
000000aadf9d2c60 -10800 1 ADT
000000af18ddb5e0 -14400 0 AST
000000b23227fc60 -10800 1 ADT
000000b66b6885e0 -14400 0 AST
000000b984b2cc60 -10800 1 ADT
000000bdbdf355e0 -14400 0 AST
000000c0fb4a2060 -10800 1 ADT
000000c5107e25e0 -14400 0 AST
000000c84dd4f060 -10800 1 ADT
000000cc6308f5e0 -14400 0 AST
000000cfa05fc060 -10800 1 ADT
000000d3b593c5e0 -14400 0 AST
000000d6f2ea9060 -10800 1 ADT
000000db2c2b19e0 -14400 0 AST
000000de45756060 -10800 1 ADT
000000e27eb5e9e0 -14400 0 AST
000000e598003060 -10800 1 ADT
000000e9d140b9e0 -14400 0 AST
000000ed0e978460 -10800 1 ADT
000000f123cb89e0 -14400 0 AST
000000f461225460 -10800 1 ADT
000000f8765659e0 -14400 0 AST
000000fbb3ad2460 -10800 1 ADT
000000ffecedade0 -14400 0 AST
000001030637f460 -10800 1 ADT
000001073f787de0 -14400 0 AST
0000010a58c2c460 -10800 1 ADT
0000010e92034de0 -14400 0 AST
000001113f280860 -10800 1 ADT
00000116089aa1e0 -14400 0 AST
0000011891b2d860 -10800 1 ADT
0000011d5b2571e0 -14400 0 AST
0000011fe43da860 -10800 1 ADT
00000124adb041e0 -14400 0 AST
000001275ad4fc60 -10800 1 ADT
0000012c244795e0 -14400 0 AST
0000012ead5fcc60 -10800 1 ADT
000001335d11af80 -10800 0 ADT
00000133773f5880 -14400 0 AST
0000013600578f00 -10800 1 ADT
0000013ac9ca2880 -14400 0 AST
0000013d52e25f00 -10800 1 ADT
000001421c54f880 -14400 0 AST
00000144a56d2f00 -10800 1 ADT
000001496edfc880 -14400 0 AST
0000014bf7f7ff00 -10800 1 ADT
00000150c16a9880 -14400 0 AST
000001536e8f5300 -10800 1 ADT
000001583801ec80 -14400 0 AST
0000015ac11a2300 -10800 1 ADT
0000015f8a8cbc80 -14400 0 AST
0000016213a4f300 -10800 1 ADT
00000166dd178c80 -14400 0 AST
00000169662fc300 -10800 1 ADT
0000016e2fa25c80 -14400 0 AST
00000170b8ba9300 -10800 1 ADT
00000175822d2c80 -14400 0 AST
000001782f51e700 -10800 1 ADT
0000017cf8c48080 -14400 0 AST
0000017f81dcb700 -10800 1 ADT
000001844b4f5080 -14400 0 AST
00000186d4678700 -10800 1 ADT
0000018b9dda2080 -14400 0 AST
0000018e26f25700 -10800 1 ADT
00000192f064f080 -14400 0 AST
00000195797d2700 -10800 1 ADT
0000019a42efc080 -14400 0 AST
0000019ccc07f700 -10800 1 ADT
000001a1957a9080 -14400 0 AST
000001a4429f4b00 -10800 1 ADT
000001a90c11e480 -14400 0 AST
000001ab952a1b00 -10800 1 ADT
000001b05e9cb480 -14400 0 AST
000001b2e7b4eb00 -10800 1 ADT
000001b7b1278480 -14400 0 AST
000001ba3a3fbb00 -10800 1 ADT
000001bf03b25480 -14400 0 AST
000001c18cca8b00 -10800 1 ADT
000001c6563d2480 -14400 0 AST
000001c90361df00 -10800 1 ADT
000001cdccd47880 -14400 0 AST
000001d055ecaf00 -10800 1 ADT
000001d51f5f4880 -14400 0 AST
000001d7a8777f00 -10800 1 ADT
000001dc71ea1880 -14400 0 AST
000001defb024f00 -10800 1 ADT
000001e3c474e880 -14400 0 AST
000001e64d8d1f00 -10800 1 ADT
000001eb16ffb880 -14400 0 AST
000001eda017ef00 -10800 1 ADT
000001f2698a8880 -14400 0 AST
000001f516af4300 -10800 1 ADT
000001f9e021dc80 -14400 0 AST
000001fc693a1300 -10800 1 ADT
0000020132acac80 -14400 0 AST
00000203bbc4e300 -10800 1 ADT
0000020885377c80 -14400 0 AST
0000020b0e4fb300 -10800 1 ADT
0000020fd7c24c80 -14400 0 AST
0000021260da8300 -10800 1 ADT
000002172a4d1c80 -14400 0 AST
00000219b3655300 -10800 1 ADT
0000021e7cd7ec80 -14400 0 AST
0000022129fca700 -10800 1 ADT
00000225f36f4080 -14400 0 AST
000002287c877700 -10800 1 ADT
0000022d45fa1080 -14400 0 AST
0000022fcf124700 -10800 1 ADT
000002349884e080 -14400 0 AST
00000237219d1700 -10800 1 ADT
0000023beb0fb080 -14400 0 AST
0000023e7427e700 -10800 1 ADT
000002433d9a8080 -14400 0 AST
00000245eabf3b00 -10800 1 ADT
0000024ab431d480 -14400 0 AST
0000024d3d4a0b00 -10800 1 ADT
0000025206bca480 -14400 0 AST
000002548fd4db00 -10800 1 ADT
0000025959477480 -14400 0 AST
0000025be25fab00 -10800 1 ADT
00000260abd24480 -14400 0 AST
0000026334ea7b00 -10800 1 ADT
00000267fe5d1480 -14400 0 AST
0000026a87754b00 -10800 1 ADT
0000026f50e7e480 -14400 0 AST
00000271fe0c9f00 -10800 1 ADT
00000276c77f3880 -14400 0 AST
0000027950976f00 -10800 1 ADT
0000027e1a0a0880 -14400 0 AST
00000280a3223f00 -10800 1 ADT
000002856c94d880 -14400 0 AST
00000287f5ad0f00 -10800 1 ADT
0000028cbf1fa880 -14400 0 AST
0000028f4837df00 -10800 1 ADT
0000029411aa7880 -14400 0 AST
00000296becf3300 -10800 1 ADT
0000029b8841cc80 -14400 0 AST
0000029e115a0300 -10800 1 ADT
000002a2dacc9c80 -14400 0 AST
000002a563e4d300 -10800 1 ADT
000002aa2d576c80 -14400 0 AST
000002acb66fa300 -10800 1 ADT
000002b17fe23c80 -14400 0 AST
000002b408fa7300 -10800 1 ADT
000002b8d26d0c80 -14400 0 AST
000002bb5b854300 -10800 1 ADT
000002c024f7dc80 -14400 0 AST
000002c2d21c9700 -10800 1 ADT
000002c79b8f3080 -14400 0 AST
000002ca24a76700 -10800 1 ADT
000002ceee1a0080 -14400 0 AST
000002d177323700 -10800 1 ADT
000002d640a4d080 -14400 0 AST
000002d8c9bd0700 -10800 1 ADT
000002dd932fa080 -14400 0 AST
000002e01c47d700 -10800 1 ADT
000002e4e5ba7080 -14400 0 AST
000002e76ed2a700 -10800 1 ADT
000002ec38454080 -14400 0 AST
000002eee569fb00 -10800 1 ADT
000002f3aedc9480 -14400 0 AST
000002f637f4cb00 -10800 1 ADT
000002fb01676480 -14400 0 AST
000002fd8a7f9b00 -10800 1 ADT
0000030253f23480 -14400 0 AST
00000304dd0a6b00 -10800 1 ADT
00000309a67d0480 -14400 0 AST
0000030c2f953b00 -10800 1 ADT
00000310f907d480 -14400 0 AST
00000313a62c8f00 -10800 1 ADT
000003186f9f2880 -14400 0 AST
0000031af8b75f00 -10800 1 ADT
0000031fc229f880 -14400 0 AST
000003224b422f00 -10800 1 ADT
0000032714b4c880 -14400 0 AST
000003299dccff00 -10800 1 ADT
0000032e673f9880 -14400 0 AST
00000330f057cf00 -10800 1 ADT
00000335b9ca6880 -14400 0 AST
0000033842e29f00 -10800 1 ADT
0000033d0c553880 -14400 0 AST
0000033fb979f300 -10800 1 ADT
0000034482ec8c80 -14400 0 AST
000003470c04c300 -10800 1 ADT
0000034bd5775c80 -14400 0 AST
0000034e5e8f9300 -10800 1 ADT
0000035328022c80 -14400 0 AST
00000355b11a6300 -10800 1 ADT
0000035a7a8cfc80 -14400 0 AST
0000035d03a53300 -10800 1 ADT
00000361cd17cc80 -14400 0 AST
000003647a3c8700 -10800 1 ADT
0000036943af2080 -14400 0 AST
0000036bccc75700 -10800 1 ADT
000003709639f080 -14400 0 AST
000003731f522700 -10800 1 ADT
00000377e8c4c080 -14400 0 AST
0000037a71dcf700 -10800 1 ADT
0000037f3b4f9080 -14400 0 AST
00000381c467c700 -10800 1 ADT
000003868dda6080 -14400 0 AST
0000038916f29700 -10800 1 ADT
0000038de0653080 -14400 0 AST
000003908d89eb00 -10800 1 ADT
0000039556fc8480 -14400 0 AST
00000397e014bb00 -10800 1 ADT
0000039ca9875480 -14400 0 AST
0000039f329f8b00 -10800 1 ADT
000003a3fc122480 -14400 0 AST
000003a6852a5b00 -10800 1 ADT
000003ab4e9cf480 -14400 0 AST
000003add7b52b00 -10800 1 ADT
000003b2a127c480 -14400 0 AST
000003b52a3ffb00 -10800 1 ADT
000003b9f3b29480 -14400 0 AST
