=America/Glace_Bay
8000000000000000 -14388 0 LMT
0000020132acac80 -14400 0 AST
00000203bbc4e300 -10800 1 ADT
0000020885377c80 -14400 0 AST
0000020b0e4fb300 -10800 1 ADT
0000020fd7c24c80 -14400 0 AST
0000021260da8300 -10800 1 ADT
000002172a4d1c80 -14400 0 AST
00000219b3655300 -10800 1 ADT
0000021e7cd7ec80 -14400 0 AST
0000022129fca700 -10800 1 ADT
00000225f36f4080 -14400 0 AST
000002287c877700 -10800 1 ADT
0000022d45fa1080 -14400 0 AST
0000022fcf124700 -10800 1 ADT
000002349884e080 -14400 0 AST
00000237219d1700 -10800 1 ADT
0000023beb0fb080 -14400 0 AST
0000023e7427e700 -10800 1 ADT
000002433d9a8080 -14400 0 AST
00000245eabf3b00 -10800 1 ADT
0000024ab431d480 -14400 0 AST
0000024d3d4a0b00 -10800 1 ADT
0000025206bca480 -14400 0 AST
000002548fd4db00 -10800 1 ADT
0000025959477480 -14400 0 AST
0000025be25fab00 -10800 1 ADT
00000260abd24480 -14400 0 AST
0000026334ea7b00 -10800 1 ADT
00000267fe5d1480 -14400 0 AST
0000026a87754b00 -10800 1 ADT
0000026f50e7e480 -14400 0 AST
00000271fe0c9f00 -10800 1 ADT
00000276c77f3880 -14400 0 AST
0000027950976f00 -10800 1 ADT
0000027e1a0a0880 -14400 0 AST
00000280a3223f00 -10800 1 ADT
000002856c94d880 -14400 0 AST
00000287f5ad0f00 -10800 1 ADT
0000028cbf1fa880 -14400 0 AST
0000028f4837df00 -10800 1 ADT
0000029411aa7880 -14400 0 AST
00000296becf3300 -10800 1 ADT
0000029b8841cc80 -14400 0 AST
0000029e115a0300 -10800 1 ADT
000002a2dacc9c80 -14400 0 AST
000002a563e4d300 -10800 1 ADT
000002aa2d576c80 -14400 0 AST
000002acb66fa300 -10800 1 ADT
000002b17fe23c80 -14400 0 AST
000002b408fa7300 -10800 1 ADT
000002b8d26d0c80 -14400 0 AST
000002bb5b854300 -10800 1 ADT
000002c024f7dc80 -14400 0 AST
000002c2d21c9700 -10800 1 ADT
000002c79b8f3080 -14400 0 AST
000002ca24a76700 -10800 1 ADT
000002ceee1a0080 -14400 0 AST
000002d177323700 -10800 1 ADT
000002d640a4d080 -14400 0 AST
000002d8c9bd0700 -10800 1 ADT
000002dd932fa080 -14400 0 AST
000002e01c47d700 -10800 1 ADT
000002e4e5ba7080 -14400 0 AST
000002e76ed2a700 -10800 1 ADT
000002ec38454080 -14400 0 AST
000002eee569fb00 -10800 1 ADT
000002f3aedc9480 -14400 0 AST
000002f637f4cb00 -10800 1 ADT
000002fb01676480 -14400 0 AST
000002fd8a7f9b00 -10800 1 ADT
0000030253f23480 -14400 0 AST
00000304dd0a6b00 -10800 1 ADT
00000309a67d0480 -14400 0 AST
0000030c2f953b00 -10800 1 ADT
00000310f907d480 -14400 0 AST
00000313a62c8f00 -10800 1 ADT
000003186f9f2880 -14400 0 AST
0000031af8b75f00 -10800 1 ADT
0000031fc229f880 -14400 0 AST
000003224b422f00 -10800 1 ADT
0000032714b4c880 -14400 0 AST
000003299dccff00 -10800 1 ADT
0000032e673f9880 -14400 0 AST
00000330f057cf00 -10800 1 ADT
00000335b9ca6880 -14400 0 AST
0000033842e29f00 -10800 1 ADT
0000033d0c553880 -14400 0 AST
0000033fb979f300 -10800 1 ADT
0000034482ec8c80 -14400 0 AST
000003470c04c300 -10800 1 ADT
0000034bd5775c80 -14400 0 AST
0000034e5e8f9300 -10800 1 ADT
0000035328022c80 -14400 0 AST
00000355b11a6300 -10800 1 ADT
0000035a7a8cfc80 -14400 0 AST
0000035d03a53300 -10800 1 ADT
00000361cd17cc80 -14400 0 AST
000003647a3c8700 -10800 1 ADT
0000036943af2080 -14400 0 AST
0000036bccc75700 -10800 1 ADT
000003709639f080 -14400 0 AST
000003731f522700 -10800 1 ADT
00000377e8c4c080 -14400 0 AST
0000037a71dcf700 -10800 1 ADT
0000037f3b4f9080 -14400 0 AST
00000381c467c700 -10800 1 ADT
000003868dda6080 -14400 0 AST
0000038916f29700 -10800 1 ADT
0000038de0653080 -14400 0 AST
000003908d89eb00 -10800 1 ADT
0000039556fc8480 -14400 0 AST
00000397e014bb00 -10800 1 ADT
0000039ca9875480 -14400 0 AST
0000039f329f8b00 -10800 1 ADT
000003a3fc122480 -14400 0 AST
000003a6852a5b00 -10800 1 ADT
000003ab4e9cf480 -14400 0 AST
000003add7b52b00 -10800 1 ADT
000003b2a127c480 -14400 0 AST
000003b52a3ffb00 -10800 1 ADT
000003b9f3b29480 -14400 0 AST
