=Pacific/Fiji
8000000000000000 42820 0 LMT
00000344379b8b00 46800 1 FJST
000003460c3e3f00 43200 0 FJT
0000034b8a265b00 46800 1 FJST
0000034d5ec90f00 43200 0 FJT
00000352dcb12b00 46800 1 FJST
00000354b153df00 43200 0 FJT
0000035a2f3bfb00 46800 1 FJST
0000035c03deaf00 43200 0 FJT
0000036181c6cb00 46800 1 FJST
0000036356697f00 43200 0 FJT
00000368f85e1f00 46800 1 FJST
0000036acd00d300 43200 0 FJT
000003704ae8ef00 46800 1 FJST
000003721f8ba300 43200 0 FJT
000003779d73bf00 46800 1 FJST
0000037972167300 43200 0 FJT
0000037eeffe8f00 46800 1 FJST
00000380c4a14300 43200 0 FJT
0000038642895f00 46800 1 FJST
00000388172c1300 43200 0 FJT
0000038d95142f00 46800 1 FJST
0000038f8dc36700 43200 0 FJT
000003950bab8300 46800 1 FJST
00000396e04e3700 43200 0 FJT
0000039c5e365300 46800 1 FJST
0000039e32d90700 43200 0 FJT
000003a3b0c12300 46800 1 FJST
000003a58563d700 43200 0 FJT
000003ab034bf300 46800 1 FJST
000003acd7eea700 43200 0 FJT
000003b255d6c300 46800 1 FJST
000003b42a797700 43200 0 FJT
000003b9a8619300 46800 1 FJST
