=Asia/Jerusalem
8000000000000000 8456 0 LMT
000000b525ad6080 7200 0 IST
000000b9791b9300 10800 1 IDT
000000bc9c44b480 7200 0 IST
000000c0838d5b00 10800 1 IDT
000000c43c0ee880 7200 0 IST
000000c7fa24af00 10800 1 IDT
000000cb89735c80 7200 0 IST
000000cf4caf7f00 10800 1 IDT
000000d2b7f1a880 7200 0 IST
000000d6e7c13400 10800 1 IDT
000000da009d9d80 7200 0 IST
000000de82650c00 10800 1 IDT
000000e207301300 7200 0 IST
000000e5c01f7d80 10800 1 IDT
000000e92114ef00 7200 0 IST
000000ecdf2ab580 10800 1 IDT
000000f0bbb8c700 7200 0 IST
000000f431b58580 10800 1 IDT
000000f7fed08300 7200 0 IST
000000fbc20ca580 10800 1 IDT
000000ff23021700 7200 0 IST
00000102fb0e9800 10800 1 IDT
00000106d2764d80 7200 0 IST
0000010a4d996800 10800 1 IDT
0000010e00f49980 7200 0 IST
00000111a0243800 10800 1 IDT
000001150b666180 7200 0 IST
00000118f2af0800 10800 1 IDT
0000011cca16bd80 7200 0 IST
000001204539d800 10800 1 IDT
00000123f8950980 7200 0 IST
0000012797c4a800 10800 1 IDT
0000012b0306d180 7200 0 IST
0000012f0e5bfc00 10800 1 IDT
00000132c1b72d80 7200 0 IST
0000013660e6cc00 10800 1 IDT
00000139f0357980 7200 0 IST
0000013db3719c00 10800 1 IDT
000001418ad95180 7200 0 IST
0000014505fc6c00 10800 1 IDT
00000148dd642180 7200 0 IST
0000014c58873c00 10800 1 IDT
000001502feef180 7200 0 IST
00000153ab120c00 10800 1 IDT
000001578279c180 7200 0 IST
0000015afd9cdc00 10800 1 IDT
0000015ef9111580 7200 0 IST
000001625027ac00 10800 1 IDT
000001664b9be580 7200 0 IST
00000169c6bf0000 10800 1 IDT
0000016d9e26b580 7200 0 IST
000001711949d000 10800 1 IDT
00000174f0b18580 7200 0 IST
000001786bd4a000 10800 1 IDT
0000017c433c5580 7200 0 IST
0000017fbe5f7000 10800 1 IDT
0000018395c72580 7200 0 IST
0000018710ea4000 10800 1 IDT
0000018b0c5e7980 7200 0 IST
0000018e87819400 10800 1 IDT
000001925ee94980 7200 0 IST
00000195da0c6400 10800 1 IDT
00000199b1741980 7200 0 IST
0000019d2c973400 10800 1 IDT
000001a103fee980 7200 0 IST
000001a47f220400 10800 1 IDT
000001a85bb01580 7200 0 IST
000001abd1acd400 10800 1 IDT
000001afcd210d80 7200 0 IST
000001b32437a400 10800 1 IDT
000001b71fabdd80 7200 0 IST
000001ba9acef800 10800 1 IDT
000001be7236ad80 7200 0 IST
000001c1ed59c800 10800 1 IDT
000001c5c4c17d80 7200 0 IST
000001c93fe49800 10800 1 IDT
000001cd174c4d80 7200 0 IST
000001d0926f6800 10800 1 IDT
000001d469d71d80 7200 0 IST
000001d7e4fa3800 10800 1 IDT
000001dbe06e7180 7200 0 IST
000001df37850800 10800 1 IDT
000001e332f94180 7200 0 IST
000001e6ae1c5c00 10800 1 IDT
000001ea85841180 7200 0 IST
000001ee00a72c00 10800 1 IDT
000001f1d80ee180 7200 0 IST
000001f55331fc00 10800 1 IDT
000001f92a99b180 7200 0 IST
000001fca5bccc00 10800 1 IDT
000002007d248180 7200 0 IST
00000203f8479c00 10800 1 IDT
00000207f3bbd580 7200 0 IST
0000020b6edef000 10800 1 IDT
0000020f4646a580 7200 0 IST
00000212c169c000 10800 1 IDT
0000021698d17580 7200 0 IST
0000021a13f49000 10800 1 IDT
0000021deb5c4580 7200 0 IST
00000221667f6000 10800 1 IDT
000002253de71580 7200 0 IST
00000228b90a3000 10800 1 IDT
0000022cb47e6980 7200 0 IST
000002300b950000 10800 1 IDT
0000023407093980 7200 0 IST
00000237822c5400 10800 1 IDT
0000023b59940980 7200 0 IST
0000023ed4b72400 10800 1 IDT
00000242ac1ed980 7200 0 IST
000002462741f400 10800 1 IDT
00000249fea9a980 7200 0 IST
0000024d79ccc400 10800 1 IDT
0000025151347980 7200 0 IST
00000254cc579400 10800 1 IDT
00000258c7cbcd80 7200 0 IST
0000025c42eee800 10800 1 IDT
000002601a569d80 7200 0 IST
000002639579b800 10800 1 IDT
000002676ce16d80 7200 0 IST
0000026ae8048800 10800 1 IDT
0000026ebf6c3d80 7200 0 IST
000002723a8f5800 10800 1 IDT
0000027611f70d80 7200 0 IST
000002798d1a2800 10800 1 IDT
0000027d888e6180 7200 0 IST
00000280dfa4f800 10800 1 IDT
00000284db193180 7200 0 IST
00000288563c4c00 10800 1 IDT
0000028c2da40180 7200 0 IST
0000028fa8c71c00 10800 1 IDT
00000293802ed180 7200 0 IST
00000296fb51ec00 10800 1 IDT
0000029ad2b9a180 7200 0 IST
0000029e4ddcbc00 10800 1 IDT
000002a225447180 7200 0 IST
000002a5a0678c00 10800 1 IDT
000002a99bdbc580 7200 0 IST
000002acf2f25c00 10800 1 IDT
000002b0ee669580 7200 0 IST
000002b46989b000 10800 1 IDT
000002b840f16580 7200 0 IST
000002bbbc148000 10800 1 IDT
000002bf937c3580 7200 0 IST
000002c30e9f5000 10800 1 IDT
000002c6e6070580 7200 0 IST
000002ca612a2000 10800 1 IDT
000002ce3891d580 7200 0 IST
000002d1b3b4f000 10800 1 IDT
000002d5af292980 7200 0 IST
000002d92a4c4400 10800 1 IDT
000002dd01b3f980 7200 0 IST
000002e07cd71400 10800 1 IDT
000002e4543ec980 7200 0 IST
000002e7cf61e400 10800 1 IDT
000002eba6c99980 7200 0 IST
000002ef21ecb400 10800 1 IDT
000002f2f9546980 7200 0 IST
000002f674778400 10800 1 IDT
000002fa6febbd80 7200 0 IST
000002fdc7025400 10800 1 IDT
00000301c2768d80 7200 0 IST
000003053d99a800 10800 1 IDT
0000030915015d80 7200 0 IST
0000030c90247800 10800 1 IDT
00000310678c2d80 7200 0 IST
00000313e2af4800 10800 1 IDT
00000317ba16fd80 7200 0 IST
0000031b353a1800 10800 1 IDT
0000031f0ca1cd80 7200 0 IST
0000032287c4e800 10800 1 IDT
0000032683392180 7200 0 IST
00000329fe5c3c00 10800 1 IDT
0000032dd5c3f180 7200 0 IST
0000033150e70c00 10800 1 IDT
00000335284ec180 7200 0 IST
00000338a371dc00 10800 1 IDT
0000033c7ad99180 7200 0 IST
0000033ff5fcac00 10800 1 IDT
00000343cd646180 7200 0 IST
0000034748877c00 10800 1 IDT
0000034b43fbb580 7200 0 IST
0000034e9b124c00 10800 1 IDT
0000035296868580 7200 0 IST
0000035611a9a000 10800 1 IDT
00000359e9115580 7200 0 IST
0000035d64347000 10800 1 IDT
000003613b9c2580 7200 0 IST
00000364b6bf4000 10800 1 IDT
000003688e26f580 7200 0 IST
0000036c094a1000 10800 1 IDT
0000036fe0b1c580 7200 0 IST
000003735bd4e000 10800 1 IDT
0000037757491980 7200 0 IST
0000037aae5fb000 10800 1 IDT
0000037ea9d3e980 7200 0 IST
0000038224f70400 10800 1 IDT
00000385fc5eb980 7200 0 IST
000003897781d400 10800 1 IDT
0000038d4ee98980 7200 0 IST
00000390ca0ca400 10800 1 IDT
00000394a1745980 7200 0 IST
000003981c977400 10800 1 IDT
0000039bf3ff2980 7200 0 IST
0000039f6f224400 10800 1 IDT
000003a36a967d80 7200 0 IST
000003a6e5b99800 10800 1 IDT
000003aabd214d80 7200 0 IST
000003ae38446800 10800 1 IDT
000003b20fac1d80 7200 0 IST
000003b58acf3800 10800 1 IDT
000003b96236ed80 7200 0 IST
