=Asia/Baku
8000000000000000 11964 0 LMT
000002854775ac00 14400 0 AZT
0000028860890400 18000 1 AZST
0000028c9a007c00 14400 0 AZT
0000028fb313d400 18000 1 AZST
00000293ec8b4c00 14400 0 AZT
00000297059ea400 18000 1 AZST
0000029b6322a000 14400 0 AZT
0000029e58297400 18000 1 AZST
000002a2b5ad7000 14400 0 AZT
000002a5aab44400 18000 1 AZST
000002aa08384000 14400 0 AZT
000002acfd3f1400 18000 1 AZST
000002b15ac31000 14400 0 AZT
000002b473d66800 18000 1 AZST
000002b8ad4de000 14400 0 AZT
000002bbc6613800 18000 1 AZST
000002bfffd8b000 14400 0 AZT
000002c318ec0800 18000 1 AZST
000002c776700400 14400 0 AZT
000002ca6b76d800 18000 1 AZST
000002cec8fad400 14400 0 AZT
000002d1be01a800 18000 1 AZST
000002d61b85a400 14400 0 AZT
000002d93498fc00 18000 1 AZST
000002dd6e107400 14400 0 AZT
000002e08723cc00 18000 1 AZST
000002e4c09b4400 14400 0 AZT
000002e7d9ae9c00 18000 1 AZST
000002ec13261400 14400 0 AZT
000002ef2c396c00 18000 1 AZST
000002f389bd6800 14400 0 AZT
000002f67ec43c00 18000 1 AZST
000002fadc483800 14400 0 AZT
000002fdd14f0c00 18000 1 AZST
000003022ed30800 14400 0 AZT
0000030547e66000 18000 1 AZST
00000309815dd800 14400 0 AZT
0000030c9a713000 18000 1 AZST
00000310d3e8a800 14400 0 AZT
00000313ecfc0000 18000 1 AZST
000003184a7ffc00 14400 0 AZT
0000031b3f86d000 18000 1 AZST
0000031f9d0acc00 14400 0 AZT
000003229211a000 18000 1 AZST
00000326ef959c00 14400 0 AZT
0000032a08a8f400 18000 1 AZST
0000032e42206c00 14400 0 AZT
000003315b33c400 18000 1 AZST
0000033594ab3c00 14400 0 AZT
00000338adbe9400 18000 1 AZST
0000033ce7360c00 14400 0 AZT
0000034000496400 18000 1 AZST
000003445dcd6000 14400 0 AZT
0000034752d43400 18000 1 AZST
0000034bb0583000 14400 0 AZT
0000034ea55f0400 18000 1 AZST
0000035302e30000 14400 0 AZT
000003561bf65800 18000 1 AZST
0000035a556dd000 14400 0 AZT
0000035d6e812800 18000 1 AZST
00000361a7f8a000 14400 0 AZT
00000364c10bf800 18000 1 AZST
000003691e8ff400 14400 0 AZT
0000036c1396c800 18000 1 AZST
00000370711ac400 14400 0 AZT
0000037366219800 18000 1 AZST
00000377c3a59400 14400 0 AZT
0000037ab8ac6800 18000 1 AZST
0000037f16306400 14400 0 AZT
000003822f43bc00 18000 1 AZST
0000038668bb3400 14400 0 AZT
0000038981ce8c00 18000 1 AZST
0000038dbb460400 14400 0 AZT
00000390d4595c00 18000 1 AZST
0000039531dd5800 14400 0 AZT
0000039826e42c00 18000 1 AZST
0000039c84682800 14400 0 AZT
0000039f796efc00 18000 1 AZST
000003a3d6f2f800 14400 0 AZT
000003a6f0065000 18000 1 AZST
000003ab297dc800 14400 0 AZT
000003ae42912000 18000 1 AZST
000003b27c089800 14400 0 AZT
000003b5951bf000 18000 1 AZST
000003b9ce936800 14400 0 AZT
